task_name,ecr_image_uri,image_digest,image_ref_pinned,in_ecr,pushed_at,size_mb,language,category,repo,pass_at_8
open-telemetry-opentelemetry-go-2926,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:open-telemetry-opentelemetry-go-2926,sha256:e82cac6429b096f6d782a3000f42e3ae4d2a7e9477887288be6d97430d79e1b1,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:e82cac6429b096f6d782a3000f42e3ae4d2a7e9477887288be6d97430d79e1b1,yes,2026-07-01 16:07:12.867000+00:00,390.6,go,Software Engineering,open-telemetry/opentelemetry-go,0/8
open-telemetry-opentelemetry-go-2949,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:open-telemetry-opentelemetry-go-2949,sha256:4993301de3c5c90ac09cadee31cc94c1f3dcb6d112adc752c4a8ffaf311e8a36,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:4993301de3c5c90ac09cadee31cc94c1f3dcb6d112adc752c4a8ffaf311e8a36,yes,2026-07-01 16:07:07.777000+00:00,390.6,go,Software Engineering,open-telemetry/opentelemetry-go,0/8
open-telemetry-opentelemetry-go-4754,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:open-telemetry-opentelemetry-go-4754,sha256:ef9cc5c3ad0ec6e85bd3fd7278bed3d48082bfb74837f35f59de77d6e946719d,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:ef9cc5c3ad0ec6e85bd3fd7278bed3d48082bfb74837f35f59de77d6e946719d,yes,2026-07-01 16:07:49.521000+00:00,384.9,go,Software Engineering,open-telemetry/opentelemetry-go,0/8
open-telemetry-opentelemetry-js-1669,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:open-telemetry-opentelemetry-js-1669,sha256:3bb39a920e086331df5e50678ad3454b8ba168392e5cb41501971690e5540dc4,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:3bb39a920e086331df5e50678ad3454b8ba168392e5cb41501971690e5540dc4,yes,2026-07-01 11:44:40.756000+00:00,1522.8,typescript,Software Engineering,open-telemetry/opentelemetry-js,1/8
open-telemetry-opentelemetry-operator-2394,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:open-telemetry-opentelemetry-operator-2394,sha256:a6467b05d43636c82f8109281e2d5da05ae4eedc8b2636f94a2a0cfa50fa10c0,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:a6467b05d43636c82f8109281e2d5da05ae4eedc8b2636f94a2a0cfa50fa10c0,yes,2026-07-01 16:08:15.958000+00:00,651.6,go,"Systems, Infrastructure, and Operations",open-telemetry/opentelemetry-operator,0/8
open-telemetry-opentelemetry-operator-2492,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:open-telemetry-opentelemetry-operator-2492,sha256:918f8be8ffde6d0a9fac27b2de9c439b14fc6c1476ec151878bece7a67a6125b,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:918f8be8ffde6d0a9fac27b2de9c439b14fc6c1476ec151878bece7a67a6125b,yes,2026-07-01 16:09:59.077000+00:00,848.9,go,Debugging and Repair,open-telemetry/opentelemetry-operator,0/8
open-telemetry-opentelemetry-operator-2774,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:open-telemetry-opentelemetry-operator-2774,sha256:8becfc3390d1ef9b190169fc69fec748ac2e3ff8fdbcee744c9faf79ebf8bd40,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:8becfc3390d1ef9b190169fc69fec748ac2e3ff8fdbcee744c9faf79ebf8bd40,yes,2026-07-01 16:09:53.891000+00:00,1102.5,go,"Build, Dependency, and Release Management",open-telemetry/opentelemetry-operator,0/8
open-telemetry-opentelemetry-python-contrib-3200,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:open-telemetry-opentelemetry-python-contrib-3200,sha256:c62a37c330c1fb88d8fe71172b1a99c625ecfe3e1d2f62a977ccb63b3056e6a8,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:c62a37c330c1fb88d8fe71172b1a99c625ecfe3e1d2f62a977ccb63b3056e6a8,yes,2026-07-01 11:24:20.292000+00:00,307.5,python,Software Engineering,open-telemetry/opentelemetry-python-contrib,2/8
open-telemetry-opentelemetry-python-contrib-3255,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:open-telemetry-opentelemetry-python-contrib-3255,sha256:a16b72f3340320d20fbc2e894e89f76e2dd5488ed9c5138fc8be39904e5d4cbc,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:a16b72f3340320d20fbc2e894e89f76e2dd5488ed9c5138fc8be39904e5d4cbc,yes,2026-07-01 11:20:21.928000+00:00,286.8,python,Software Engineering,open-telemetry/opentelemetry-python-contrib,3/8
open-telemetry-opentelemetry-rust-1851,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:open-telemetry-opentelemetry-rust-1851,sha256:d7606601bd78696ece2fe88a012ebd32094aa3ec13cb749acfaf7563f00be3fd,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:d7606601bd78696ece2fe88a012ebd32094aa3ec13cb749acfaf7563f00be3fd,yes,2026-07-01 16:07:43.035000+00:00,751.8,rust,Software Engineering,open-telemetry/opentelemetry-rust,0/8
open-wc-open-wc-1974,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:open-wc-open-wc-1974,sha256:999572f84a37929a8eee52bfa2dac94bcd1da6f9f572fc08cfa681e4a1650424,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:999572f84a37929a8eee52bfa2dac94bcd1da6f9f572fc08cfa681e4a1650424,yes,2026-07-01 11:22:23.128000+00:00,874.1,javascript,Software Engineering,open-wc/open-wc,0/8
openai-codex-1528,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openai-codex-1528,sha256:d2d0be75cc71162b817fa3aacf0d5a2188a3bb763848c97e6b74711616f72e52,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:d2d0be75cc71162b817fa3aacf0d5a2188a3bb763848c97e6b74711616f72e52,yes,2026-07-01 16:16:15.166000+00:00,2440.2,rust,Software Engineering,openai/codex,0/8
openai-codex-2053,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openai-codex-2053,sha256:bbe5566dad7922f8aa394f463c2f09aba7090133e73c1efd1ad76871b67823a3,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:bbe5566dad7922f8aa394f463c2f09aba7090133e73c1efd1ad76871b67823a3,yes,2026-07-01 16:11:32.282000+00:00,1529.8,rust,Debugging and Repair,openai/codex,0/8
openai-codex-2646,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openai-codex-2646,sha256:3252d78289a14f2c2dbf05ae87c73f3ff9d3d20f3c93d9b61eed7752b3d660d2,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:3252d78289a14f2c2dbf05ae87c73f3ff9d3d20f3c93d9b61eed7752b3d660d2,yes,2026-07-01 16:13:01.208000+00:00,1255.1,rust,Software Engineering,openai/codex,0/8
opendatahub-io-odh-dashboard-2969,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:opendatahub-io-odh-dashboard-2969,sha256:8618046a61d410d4692c81f1d26b21b567b19c8915cef9fa495f10f57129aa03,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:8618046a61d410d4692c81f1d26b21b567b19c8915cef9fa495f10f57129aa03,yes,2026-07-01 11:22:18.707000+00:00,846.2,typescript,Software Engineering,opendatahub-io/odh-dashboard,4/8
opendatahub-io-odh-dashboard-3691,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:opendatahub-io-odh-dashboard-3691,sha256:4059879c5c905e362d841e00360d5d68498bc792fba7b2101406288f18a595bf,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:4059879c5c905e362d841e00360d5d68498bc792fba7b2101406288f18a595bf,yes,2026-07-01 11:21:20.047000+00:00,925.9,typescript,Software Engineering,opendatahub-io/odh-dashboard,0/8
opendevstack-ods-core-145,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:opendevstack-ods-core-145,sha256:671ccd55bbfa72cb568089c776bc6bb1293200a0af32c4993f596301b591e87e,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:671ccd55bbfa72cb568089c776bc6bb1293200a0af32c4993f596301b591e87e,yes,2026-07-01 16:07:13.659000+00:00,421.5,go,Software Engineering,opendevstack/ods-core,0/8
opendevstack-ods-core-155,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:opendevstack-ods-core-155,sha256:3cc53f8a7f6e0db0efc07ea170fab496b97a3ee3af5a280cbaf00ef19d965e08,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:3cc53f8a7f6e0db0efc07ea170fab496b97a3ee3af5a280cbaf00ef19d965e08,yes,2026-07-01 16:07:28.039000+00:00,421.5,go,Debugging and Repair,opendevstack/ods-core,0/8
openelb-openelb-344,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openelb-openelb-344,sha256:2902cabec57cdcc0507b5dee9d613dcec10b03e1b55894c52b759e3a38b0e4ea,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:2902cabec57cdcc0507b5dee9d613dcec10b03e1b55894c52b759e3a38b0e4ea,yes,2026-07-01 16:09:42.519000+00:00,741.9,go,Software Engineering,openelb/openelb,0/8
openelb-openelb-377,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openelb-openelb-377,sha256:103cf4ac807ba757cb6aceb18255d540cbc554ac8673ad050171d7f438d5e768,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:103cf4ac807ba757cb6aceb18255d540cbc554ac8673ad050171d7f438d5e768,yes,2026-07-01 16:10:24.640000+00:00,929.8,go,Software Engineering,openelb/openelb,0/8
openfga-openfga-2039,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openfga-openfga-2039,sha256:d158d48613bf868536a4106dcf95a0d13c73605efff7734a2d727475491e7d8f,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:d158d48613bf868536a4106dcf95a0d13c73605efff7734a2d727475491e7d8f,yes,2026-07-01 16:10:17.392000+00:00,966.2,go,Software Engineering,openfga/openfga,0/8
openfga-openfga-2140,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openfga-openfga-2140,sha256:b316ed84e66bc2fb36b3c98d08ab1ddae9713d1324c9f65e0332d3b70239beac,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:b316ed84e66bc2fb36b3c98d08ab1ddae9713d1324c9f65e0332d3b70239beac,yes,2026-07-01 16:09:34.773000+00:00,714.9,go,Software Engineering,openfga/openfga,0/8
openfga-openfga-2200,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openfga-openfga-2200,sha256:3eea13b412e9dfaa7c4847ad86997b2b1022cdc3701477b9b55f8ff1e305d174,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:3eea13b412e9dfaa7c4847ad86997b2b1022cdc3701477b9b55f8ff1e305d174,yes,2026-07-01 16:09:04.093000+00:00,717.4,go,Software Engineering,openfga/openfga,0/8
opengemini-opengemini-790,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:opengemini-opengemini-790,sha256:6505e2f73ce5cc6f21dbf01d044c550565b56cd474d57a975cdb208bc77887fa,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:6505e2f73ce5cc6f21dbf01d044c550565b56cd474d57a975cdb208bc77887fa,yes,2026-07-01 16:17:41.034000+00:00,2128.0,go,Software Engineering,opengemini/opengemini,0/8
openkmip-pykmip-395,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openkmip-pykmip-395,sha256:793747200d1c413fb07a3405ab1e5f6106ac16cf750c6aedbad73c20566c9e99,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:793747200d1c413fb07a3405ab1e5f6106ac16cf750c6aedbad73c20566c9e99,yes,2026-07-01 11:19:55.941000+00:00,266.0,python,Security,openkmip/pykmip,0/8
openlineage-openlineage-2944,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openlineage-openlineage-2944,sha256:d0773827c19e60f77015e0184684c4764745dddab4ade83056f3e3c25ac44ba8,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:d0773827c19e60f77015e0184684c4764745dddab4ade83056f3e3c25ac44ba8,yes,2026-07-01 16:11:17.873000+00:00,758.3,rust,Software Engineering,openlineage/openlineage,0/8
openmeterio-openmeter-1931,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openmeterio-openmeter-1931,sha256:6bcf06240dda131918fcb04f9af30f9813fce9e5f494feae071a2002ba857700,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:6bcf06240dda131918fcb04f9af30f9813fce9e5f494feae071a2002ba857700,yes,2026-07-01 16:11:00.816000+00:00,1600.2,go,Software Engineering,openmeterio/openmeter,0/8
openmeterio-openmeter-2077,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openmeterio-openmeter-2077,sha256:b4ae651b4e8bde637507e4169b1c6e9750571b186d7575f858991240095eca65,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:b4ae651b4e8bde637507e4169b1c6e9750571b186d7575f858991240095eca65,yes,2026-07-01 16:11:05.348000+00:00,1603.8,go,Software Engineering,openmeterio/openmeter,0/8
openmeterio-openmeter-2509,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openmeterio-openmeter-2509,sha256:5b9f4c1777a623a9b8a45db51ac3c5a5dc401175f21b6ced836e1a04170b983c,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:5b9f4c1777a623a9b8a45db51ac3c5a5dc401175f21b6ced836e1a04170b983c,yes,2026-07-01 16:09:50.729000+00:00,1312.5,go,Software Engineering,openmeterio/openmeter,0/8
openmls-openmls-1108,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openmls-openmls-1108,sha256:1d88549a076ff10b5c88b50c20255fd21361c9aad20ce27789f528154436b1ff,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:1d88549a076ff10b5c88b50c20255fd21361c9aad20ce27789f528154436b1ff,yes,2026-07-01 16:13:16.524000+00:00,1143.0,rust,Security,openmls/openmls,0/8
openmls-openmls-212,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openmls-openmls-212,sha256:b34018e0616636708c6e4c50b11542fc5ef15dd8130a7a3a4689fb070623aaf1,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:b34018e0616636708c6e4c50b11542fc5ef15dd8130a7a3a4689fb070623aaf1,yes,2026-07-01 16:14:36.247000+00:00,1514.8,rust,Debugging and Repair,openmls/openmls,0/8
openmls-openmls-414,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openmls-openmls-414,sha256:e99766035370ffce32074592db8d4ecc51a644b6ff95971af6ef189e691edf75,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:e99766035370ffce32074592db8d4ecc51a644b6ff95971af6ef189e691edf75,yes,2026-07-01 16:14:16.391000+00:00,1534.2,rust,Software Engineering,openmls/openmls,0/8
openshift-assisted-service-3914,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openshift-assisted-service-3914,sha256:20022b147d75adc4cfa38b9c3c9a3215c3ccdc858f92f96ef45b735941996128,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:20022b147d75adc4cfa38b9c3c9a3215c3ccdc858f92f96ef45b735941996128,yes,2026-07-01 16:13:13.987000+00:00,1814.0,go,Data Querying and Databases,openshift/assisted-service,0/8
openshift-assisted-service-3957,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openshift-assisted-service-3957,sha256:aa86b947ffdf162369a461486055bc206266732b80bbeb744212854e596d9c5b,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:aa86b947ffdf162369a461486055bc206266732b80bbeb744212854e596d9c5b,yes,2026-07-01 16:10:57.913000+00:00,797.6,go,"Systems, Infrastructure, and Operations",openshift/assisted-service,0/8
openshift-assisted-service-3975,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openshift-assisted-service-3975,sha256:77f3fcc8473832268951d42e8128473604369caa1b24233782c578963b7f9e45,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:77f3fcc8473832268951d42e8128473604369caa1b24233782c578963b7f9e45,yes,2026-07-01 16:12:28.657000+00:00,1054.1,go,Debugging and Repair,openshift/assisted-service,0/8
openshift-cluster-kube-apiserver-operator-82,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openshift-cluster-kube-apiserver-operator-82,sha256:15d30ee4f296c0474abfdc458b61840d92bc065a935e5c525d54dc528ccd3ad0,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:15d30ee4f296c0474abfdc458b61840d92bc065a935e5c525d54dc528ccd3ad0,yes,2026-07-01 16:08:05.551000+00:00,377.4,go,"Systems, Infrastructure, and Operations",openshift/cluster-kube-apiserver-operator,0/8
openshift-origin-18216,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openshift-origin-18216,sha256:5776099a44430fd27030727f3ca3690ea8ff93ff9865553c66b7f34accb4cfe2,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:5776099a44430fd27030727f3ca3690ea8ff93ff9865553c66b7f34accb4cfe2,yes,2026-07-01 16:11:34.128000+00:00,541.3,go,Software Engineering,openshift/origin,0/8
openshift-origin-18524,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openshift-origin-18524,sha256:c94716b86c9bed63cc17299fe9b48aa97a44fd416e4eb557584ad4fe6af58652,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:c94716b86c9bed63cc17299fe9b48aa97a44fd416e4eb557584ad4fe6af58652,yes,2026-07-01 16:11:07.401000+00:00,620.3,go,Debugging and Repair,openshift/origin,0/8
openshift-origin-27250,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openshift-origin-27250,sha256:b6a1efd46766c6dbc5d339891c3406b9bcf523f6f7af2f37e2c10245c0a123bb,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:b6a1efd46766c6dbc5d339891c3406b9bcf523f6f7af2f37e2c10245c0a123bb,yes,2026-07-01 16:10:35.374000+00:00,1012.1,go,Software Engineering,openshift/origin,0/8
opentrons-opentrons-11257,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:opentrons-opentrons-11257,sha256:da252f7b20a6134a4b2f2a68824eeb8b4700462c790736ed5803bfd3c20012d7,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:da252f7b20a6134a4b2f2a68824eeb8b4700462c790736ed5803bfd3c20012d7,yes,2026-07-01 11:28:58.437000+00:00,1554.3,typescript,Software Engineering,opentrons/opentrons,2/8
openziti-ziti-1676,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openziti-ziti-1676,sha256:4265dcb343132d1872e7426036c70670f3c8f25010724273877724e73f84c48f,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:4265dcb343132d1872e7426036c70670f3c8f25010724273877724e73f84c48f,yes,2026-07-01 16:13:08.799000+00:00,1222.8,go,Software Engineering,openziti/ziti,0/8
openziti-ziti-1716,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openziti-ziti-1716,sha256:4d777bf5799567364873f17d4cb3f50cfe0957ff9d5bdca9274866cb87e6cfd3,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:4d777bf5799567364873f17d4cb3f50cfe0957ff9d5bdca9274866cb87e6cfd3,yes,2026-07-01 16:09:15.003000+00:00,564.6,go,Debugging and Repair,openziti/ziti,0/8
openziti-ziti-1718,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:openziti-ziti-1718,sha256:00107fb368c03fd17f570366ffd4089d8115b9d61de269b2fdc71f361445aec4,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:00107fb368c03fd17f570366ffd4089d8115b9d61de269b2fdc71f361445aec4,yes,2026-07-01 16:11:13.356000+00:00,1149.7,go,Software Engineering,openziti/ziti,0/8
operator-framework-operator-lifecycle-manager-2793,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:operator-framework-operator-lifecycle-manager-2793,sha256:8c24413c5001382dcdce32b74693ad0bc3b013053d12c098391bbcbfc7509287,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:8c24413c5001382dcdce32b74693ad0bc3b013053d12c098391bbcbfc7509287,yes,2026-07-01 16:13:02.039000+00:00,1304.0,go,Security,operator-framework/operator-lifecycle-manager,0/8
operator-framework-operator-lifecycle-manager-3442,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:operator-framework-operator-lifecycle-manager-3442,sha256:27e24d414430a099d1d2c17c5578b6283d1d239790fbd0f0905d88ee0f9cc3a5,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:27e24d414430a099d1d2c17c5578b6283d1d239790fbd0f0905d88ee0f9cc3a5,yes,2026-07-01 16:09:13.424000+00:00,654.0,go,Debugging and Repair,operator-framework/operator-lifecycle-manager,0/8
operator-framework-operator-sdk-2587,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:operator-framework-operator-sdk-2587,sha256:a9856a72af30e1b8779c1e55639aa7270ed27cb8cc49c1f015ddaccb2a086397,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:a9856a72af30e1b8779c1e55639aa7270ed27cb8cc49c1f015ddaccb2a086397,yes,2026-07-01 16:09:50.661000+00:00,873.7,go,Software Engineering,operator-framework/operator-sdk,0/8
oppia-oppia-20320,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:oppia-oppia-20320,sha256:44ee0a44821ba2a9ff9a10edaa93ccac14eebcc9a7734263de1bada03c20e61c,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:44ee0a44821ba2a9ff9a10edaa93ccac14eebcc9a7734263de1bada03c20e61c,yes,2026-07-01 11:25:15.616000+00:00,1233.4,python,Debugging and Repair,oppia/oppia,0/8
optuna-optuna-2030,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:optuna-optuna-2030,sha256:a4adf6be169bbb1554bed3383b347ab8ddb8bb5ce85ecbef2f96b97894cf43e4,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:a4adf6be169bbb1554bed3383b347ab8ddb8bb5ce85ecbef2f96b97894cf43e4,yes,2026-07-01 11:21:10.394000+00:00,364.9,python,Data Querying and Databases,optuna/optuna,4/8
ossf-scorecard-3302,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:ossf-scorecard-3302,sha256:a8c72730810afa8df4a5c5bfbecfe7a677d3b63c390dd6796e00f8fe6291828d,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:a8c72730810afa8df4a5c5bfbecfe7a677d3b63c390dd6796e00f8fe6291828d,yes,2026-07-01 16:11:48.948000+00:00,1088.5,go,Software Engineering,ossf/scorecard,0/8
ossf-scorecard-3829,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:ossf-scorecard-3829,sha256:51c42ff05d4d1eb151b348aa6181ae2e4235be930848a3c84d8fb5d9677d223e,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:51c42ff05d4d1eb151b348aa6181ae2e4235be930848a3c84d8fb5d9677d223e,yes,2026-07-01 16:11:37.276000+00:00,1077.3,go,Software Engineering,ossf/scorecard,0/8
ovh-cds-1855,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:ovh-cds-1855,sha256:2e7fb82b8c5c94841042a7c8b468123c11b8966822c0fcf4321a3d5ee731f8ca,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:2e7fb82b8c5c94841042a7c8b468123c11b8966822c0fcf4321a3d5ee731f8ca,yes,2026-07-01 16:08:36.352000+00:00,382.9,go,Software Engineering,ovh/cds,0/8
ovh-cds-7239,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:ovh-cds-7239,sha256:40d7f654c9f8a9ce64f04029e351b1bde68320b4ba43c7ca2f86c682123318b9,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:40d7f654c9f8a9ce64f04029e351b1bde68320b4ba43c7ca2f86c682123318b9,yes,2026-07-01 16:11:49.682000+00:00,1290.0,go,Software Engineering,ovh/cds,0/8
ovh-cds-7501,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:ovh-cds-7501,sha256:8314bc08b84aa4f950fc1369bc582324b5fb2909696d1d5847a1680bdc909a7b,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:8314bc08b84aa4f950fc1369bc582324b5fb2909696d1d5847a1680bdc909a7b,yes,2026-07-01 16:11:41.751000+00:00,1346.4,go,Debugging and Repair,ovh/cds,0/8
ovh-terraform-provider-ovh-521,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:ovh-terraform-provider-ovh-521,sha256:2f7cee034076203ad6ffc0ac0009c8a463120c406f3ad7cdcab411dfa796acc3,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:2f7cee034076203ad6ffc0ac0009c8a463120c406f3ad7cdcab411dfa796acc3,yes,2026-07-01 16:09:10.299000+00:00,481.4,go,Software Engineering,ovh/terraform-provider-ovh,0/8
